1,213,986,0
1,210,832,3
1,188,166,4
1,156,330,6
1,187,127,10
1,231,437,11
1,185,105,13
1,219,7,14
1,220,32,17
1,220,52,22
1,227,298,24
1,228,351,25
1,229,380,26
1,403,259,39
1,403,242,40
1,412,516,42
1,471,1205,43
1,472,1289,44
1,514,380,45
1,412,561,46
1,413,579,48
1,415,624,51
1,414,642,52
1,522,649,53
1,525,695,54
1,524,729,55
1,542,114,58
1,542,130,59
1,570,997,61
1,629,679,62
1,676,1045,64
1,679,1088,65
1,680,1127,66
1,681,1170,67
1,685,1218,68
1,683,1256,69
1,705,895,70
1,764,510,72
1,765,532,73
1,792,258,74
1,823,1225,75
1,844,835,76
1,853,1090,77
1,853,1112,78
1,870,484,79
1,904,396,81
1,949,749,82
1,951,782,83
1,957,1028,85
1,989,919,86
1,1007,245,87
1,-5,830,88
1,10,1376,89
1,10,1339,90
1,8,1314,91
1,1105,1310,109
2,215,977,0
2,212,844,3
2,189,179,4
2,157,331,6
2,188,140,10
2,231,424,11
2,186,118,13
2,219,16,14
2,221,40,17
2,220,61,22
2,228,290,24
2,229,344,25
2,231,374,26
2,404,258,39
2,403,241,40
2,410,506,42
2,472,1198,43
2,472,1281,44
2,511,384,45
2,413,553,46
2,413,573,48
2,415,616,51
2,415,637,52
2,523,654,53
2,524,698,54
2,524,729,55
2,542,106,58
2,542,122,59
2,569,996,61
2,627,690,62
2,677,1050,64
2,678,1096,65
2,682,1138,66
2,683,1179,67
2,686,1231,68
2,686,1269,69
2,707,889,70
2,766,519,72
2,765,540,73
2,794,247,74
2,823,1217,75
2,846,845,76
2,854,1081,77
2,855,1102,78
2,870,473,79
2,904,392,81
2,951,758,82
2,950,790,83
2,957,1045,85
2,989,910,86
2,1007,244,87
2,-6,838,88
2,9,1385,89
2,11,1349,90
2,8,1324,91
2,1104,1301,109
3,216,968,0
3,211,852,3
3,189,193,4
3,157,331,6
3,187,151,10
3,231,410,11
3,185,125,13
3,218,26,14
3,218,-5,16
3,222,49,17
3,220,71,22
3,227,286,24
3,228,338,25
3,230,369,26
3,404,257,39
3,402,239,40
3,411,500,42
3,471,1197,43
3,473,1276,44
3,513,387,45
3,413,545,46
3,413,565,48
3,414,608,51
3,415,630,52
3,522,655,53
3,522,701,54
3,524,731,55
3,542,97,58
3,540,114,59
3,570,993,61
3,629,700,62
3,677,1062,64
3,678,1104,65
3,682,1145,66
3,684,1190,67
3,685,1239,68
3,685,1277,69
3,706,882,70
3,766,524,72
3,765,546,73
3,793,238,74
3,823,1209,75
3,846,856,76
3,853,1075,77
3,853,1097,78
3,871,466,79
3,904,393,81
3,950,765,82
3,951,803,83
3,957,1061,85
3,990,906,86
3,1008,249,87
3,-7,844,88
3,10,1356,90
3,9,1330,91
3,1105,1294,109
4,214,960,0
4,211,859,3
4,188,201,4
4,159,330,6
4,187,157,10
4,231,398,11
4,187,131,13
4,219,35,14
4,219,2,16
4,220,56,17
4,221,76,22
4,226,282,24
4,228,331,25
4,229,364,26
4,404,256,39
4,402,238,40
4,411,498,42
4,472,1189,43
4,472,1269,44
4,513,393,45
4,412,537,46
4,412,557,48
4,414,605,51
4,413,624,52
4,522,664,53
4,524,708,54
4,524,738,55
4,541,90,58
4,541,108,59
4,570,988,61
4,631,708,62
4,677,1068,64
4,679,1115,65
4,681,1155,66
4,685,1200,67
4,686,1248,68
4,686,1287,69
4,706,878,70
4,765,532,72
4,767,560,73
4,794,229,74
4,823,1201,75
4,847,868,76
4,853,1067,77
4,854,1091,78
4,871,456,79
4,903,381,81
4,950,775,82
4,952,812,83
4,959,1079,85
4,989,904,86
4,1007,253,87
4,-5,852,88
4,10,1364,90
4,9,1339,91
4,1105,1288,109
5,213,953,0
5,212,862,3
5,188,209,4
5,159,330,6
5,185,163,10
5,229,386,11
5,187,137,13
5,219,43,14
5,217,11,16
5,220,64,17
5,220,84,22
5,227,277,24
5,227,327,25
5,229,357,26
5,404,255,39
5,402,237,40
5,411,498,42
5,471,1180,43
5,472,1263,44
5,514,399,45
5,412,532,46
5,412,549,48
5,414,603,51
5,414,617,52
5,522,667,53
5,525,711,54
5,525,743,55
5,546,1381,57
5,541,81,58
5,540,100,59
5,571,985,61
5,629,722,62
5,677,1076,64
5,682,1126,65
5,684,1166,66
5,685,1207,67
5,685,1255,68
5,686,1296,69
5,704,873,70
5,767,540,72
5,767,563,73
5,794,223,74
5,822,1188,75
5,846,880,76
5,852,1059,77
5,854,1085,78
5,870,446,79
5,903,373,81
5,951,785,82
5,952,820,83
5,958,1090,85
5,989,903,86
5,1007,255,87
5,-4,856,88
5,10,1369,90
5,10,1345,91
5,1105,1283,109
6,213,944,0
6,212,874,3
6,188,219,4
6,159,330,6
6,187,175,10
6,229,375,11
6,188,152,13
6,219,49,14
6,220,21,16
6,221,71,17
6,220,89,22
6,225,271,24
6,227,322,25
6,230,347,26
6,404,255,39
6,402,236,40
6,411,498,42
6,470,1172,43
6,474,1257,44
6,514,402,45
6,412,528,46
6,412,543,48
6,414,596,51
6,414,614,52
6,522,669,53
6,524,716,54
6,525,747,55
6,546,1375,57
6,542,75,58
6,540,90,59
6,571,983,61
6,629,731,62
6,677,1082,64
6,682,1132,65
6,684,1174,66
6,686,1216,67
6,686,1268,68
6,687,1306,69
6,706,868,70
6,722,1378,71
6,765,538,72
6,767,562,73
6,794,214,74
6,822,1183,75
6,846,895,76
6,852,1053,77
6,853,1079,78
6,869,437,79
6,902,359,81
6,949,794,82
6,952,827,83
6,960,1104,85
6,989,907,86
6,1008,258,87
6,-4,862,88
6,10,1378,90
6,10,1350,91
6,1105,1278,109
7,214,938,0
7,212,877,3
7,188,225,4
7,159,330,6
7,185,183,10
7,229,363,11
7,187,164,13
7,219,53,14
7,219,24,16
7,221,75,17
7,221,92,22
7,225,266,24
7,226,319,25
7,229,339,26
7,404,254,39
7,402,236,40
7,410,492,42
7,470,1168,43
7,471,1253,44
7,514,405,45
7,412,518,46
7,412,537,48
7,413,588,51
7,413,609,52
7,523,672,53
7,524,719,54
7,525,750,55
7,545,1359,57
7,542,70,58
7,540,89,59
7,569,978,61
7,632,741,62
7,677,1091,64
7,682,1144,65
7,685,1182,66
7,686,1227,67
7,686,1278,68
7,687,1313,69
7,706,862,70
7,725,1365,71
7,766,544,72
7,767,564,73
7,794,208,74
7,823,1180,75
7,846,901,76
7,852,1047,77
7,852,1069,78
7,869,428,79
7,902,352,81
7,951,807,82
7,953,839,83
7,959,1122,85
7,989,915,86
7,1007,264,87
7,-4,869,88
7,9,1357,91
7,1106,1270,109
7,1113,1378,110
8,213,926,0
8,212,882,3
8,188,233,4
8,159,330,6
8,184,186,10
8,229,356,11
8,189,169,13
8,220,60,14
8,218,29,16
8,221,80,17
8,220,99,22
8,225,260,24
8,229,311,25
8,231,332,26
8,403,252,39
8,402,235,40
8,409,484,42
8,470,1164,43
8,473,1247,44
8,514,411,45
8,411,512,46
8,412,530,48
8,413,580,51
8,414,600,52
8,523,677,53
8,525,725,54
8,525,755,55
8,544,1355,57
8,540,64,58
8,540,84,59
8,570,975,61
8,632,754,62
8,677,1098,64
8,682,1151,65
8,685,1189,66
8,686,1232,67
8,687,1286,68
8,686,1322,69
8,706,858,70
8,722,1353,71
8,767,548,72
8,768,569,73
8,794,199,74
8,823,1173,75
8,848,917,76
8,852,1040,77
8,852,1063,78
8,869,416,79
8,902,346,81
8,952,818,82
8,953,851,83
8,960,1135,85
8,988,929,86
8,1007,265,87
8,-4,874,88
8,9,1363,91
8,1106,1261,109
8,1111,1370,110
9,213,927,0
9,212,886,3
9,188,242,4
9,159,330,6
9,188,198,10
9,229,350,11
9,189,172,13
9,219,66,14
9,219,34,16
9,221,85,17
9,221,106,22
9,225,254,24
9,227,303,25
9,230,327,26
9,403,249,39
9,402,231,40
9,409,473,42
9,469,1152,43
9,472,1238,44
9,514,415,45
9,411,505,46
9,412,522,48
9,413,574,51
9,414,593,52
9,523,683,53
9,525,728,54
9,526,763,55
9,544,1350,57
9,540,60,58
9,540,75,59
9,570,971,61
9,632,769,62
9,677,1102,64
9,682,1158,65
9,685,1194,66
9,686,1242,67
9,687,1293,68
9,686,1329,69
9,705,853,70
9,724,1345,71
9,765,553,72
9,768,576,73
9,793,192,74
9,821,1165,75
9,846,929,76
9,852,1033,77
9,852,1055,78
9,869,408,79
9,903,340,81
9,951,828,82
9,952,863,83
9,960,1150,85
9,989,941,86
9,1007,265,87
9,-3,881,88
9,10,1369,91
9,1104,1259,109
9,1111,1360,110
10,214,930,0
10,212,892,3
10,188,251,4
10,159,330,6
10,189,201,10
10,229,345,11
10,189,174,13
10,220,73,14
10,220,44,16
10,222,93,17
10,221,116,22
10,225,251,24
10,227,300,25
10,231,324,26
10,403,246,39
10,402,227,40
10,411,464,42
10,470,1143,43
10,472,1229,44
10,514,420,45
10,411,497,46
10,411,516,48
10,414,570,51
10,413,587,52
10,523,690,53
10,524,736,54
10,527,769,55
10,544,1338,57
10,540,56,58
10,539,71,59
10,569,967,61
10,633,780,62
10,677,1102,64
10,682,1165,65
10,683,1203,66
10,686,1252,67
10,688,1302,68
10,688,1341,69
10,706,852,70
10,724,1341,71
10,765,553,72
10,768,573,73
10,791,180,74
10,821,1161,75
10,848,938,76
10,852,1026,77
10,852,1046,78
10,869,404,79
10,903,333,81
10,952,835,82
10,953,871,83
10,961,1164,85
10,990,951,86
10,1009,270,87
10,-2,887,88
10,9,1379,91
10,1107,1257,109
10,1110,1353,110
11,214,937,0
11,212,895,3
11,187,259,4
11,159,330,6
11,189,208,10
11,229,337,11
11,188,185,13
11,220,83,14
11,220,54,16
11,222,105,17
11,221,125,22
11,225,241,24
11,227,295,25
11,230,317,26
11,403,241,39
11,402,223,40
11,409,455,42
11,470,1135,43
11,471,1226,44
11,515,429,45
11,409,490,46
11,411,508,48
11,414,567,51
11,414,582,52
11,524,698,53
11,525,745,54
11,525,778,55
11,544,1325,57
11,541,53,58
11,538,70,59
11,569,962,61
11,633,794,62
11,678,1109,64
11,683,1173,65
11,684,1210,66
11,686,1262,67
11,688,1317,68
11,688,1349,69
11,706,852,70
11,724,1337,71
11,767,545,72
11,768,569,73
11,792,171,74
11,820,1154,75
11,849,951,76
11,852,1021,77
11,851,1042,78
11,869,393,79
11,903,328,81
11,953,844,82
11,953,878,83
11,962,1180,85
11,990,960,86
11,1008,270,87
11,-2,887,88
11,10,1386,91
11,1107,1250,109
11,1109,1347,110
12,216,937,0
12,212,896,3
12,189,269,4
12,159,330,6
12,188,217,10
12,229,332,11
12,188,195,13
12,220,91,14
12,218,62,16
12,222,113,17
12,221,133,22
12,224,239,24
12,227,287,25
12,230,312,26
12,403,237,39
12,402,220,40
12,409,445,42
12,469,1125,43
12,471,1214,44
12,513,438,45
12,409,486,46
12,411,506,48
12,413,559,51
12,413,579,52
12,523,704,53
12,526,755,54
12,526,787,55
12,544,1318,57
12,541,47,58
12,539,68,59
12,569,958,61
12,633,806,62
12,678,1114,64
12,682,1177,65
12,685,1217,66
12,685,1272,67
12,688,1323,68
12,688,1357,69
12,706,853,70
12,722,1323,71
12,766,538,72
12,767,562,73
12,792,165,74
12,821,1147,75
12,849,963,76
12,851,1014,77
12,851,1037,78
12,869,389,79
12,901,322,81
12,953,852,82
12,953,887,83
12,962,1196,85
12,991,970,86
12,1008,271,87
12,-2,893,88
12,1106,1241,109
12,1108,1338,110
13,214,937,0
13,212,896,3
13,187,275,4
13,159,330,6
13,189,225,10
13,227,321,11
13,188,204,13
13,221,99,14
13,220,69,16
13,223,122,17
13,220,144,22
13,224,227,24
13,225,281,25
13,230,307,26
13,402,230,39
