1,44,89,0
1,3,668,1
1,1,712,2
1,41,443,3
1,40,494,4
1,39,534,5
1,114,189,6
1,111,552,7
1,30,1101,8
1,69,942,9
1,68,988,10
1,103,970,11
1,180,561,12
1,258,147,13
1,255,179,14
1,255,221,15
1,287,662,16
1,285,712,17
1,353,995,18
1,396,459,19
1,389,924,20
1,399,188,21
1,383,1305,22
1,423,1123,23
1,457,1157,24
1,525,1360,25
1,533,851,26
1,540,240,27
1,574,379,28
1,573,420,29
1,571,596,30
1,570,675,31
1,570,710,32
1,609,459,33
1,646,257,79
1,681,236,81
1,754,87,82
1,636,1132,83
1,746,878,85
1,811,1318,87
1,924,836,89
1,966,248,90
1,1038,170,91
1,1030,838,92
1,1096,1262,93
1,1097,1309,95
1,1001,279,96
2,44,108,0
2,2,683,1
2,0,728,2
2,40,451,3
2,38,506,4
2,40,543,5
2,114,204,6
2,109,564,7
2,29,1119,8
2,68,957,9
2,66,1002,10
2,102,991,11
2,180,585,12
2,256,163,13
2,255,197,14
2,254,239,15
2,286,673,16
2,285,723,17
2,353,1017,18
2,396,472,19
2,389,939,20
2,398,211,21
2,381,1325,22
2,421,1140,23
2,457,1166,24
2,527,1371,25
2,532,859,26
2,541,217,27
2,574,395,28
2,574,434,29
2,571,614,30
2,569,691,31
2,569,728,32
2,609,472,33
2,646,279,79
2,681,263,81
2,753,109,82
2,634,1148,83
2,745,896,85
2,811,1337,87
2,922,854,89
2,965,257,90
2,1037,179,91
2,1030,848,92
2,1096,1281,93
2,1097,1333,95
2,1001,282,96
3,42,120,0
3,1,698,1
3,-1,742,2
3,39,463,3
3,38,512,4
3,39,549,5
3,114,222,6
3,110,576,7
3,29,1128,8
3,68,971,9
3,66,1017,10
3,102,1006,11
3,179,610,12
3,256,182,13
3,255,215,14
3,254,257,15
3,285,682,16
3,285,729,17
3,352,1033,18
3,394,485,19
3,389,949,20
3,398,227,21
3,381,1345,22
3,421,1159,23
3,456,1179,24
3,525,1372,25
3,532,874,26
3,539,206,27
3,573,414,28
3,573,452,29
3,570,630,30
3,569,703,31
3,569,744,32
3,610,487,33
3,645,295,79
3,681,284,81
3,754,129,82
3,635,1158,83
3,745,914,85
3,810,1355,87
3,923,867,89
3,965,266,90
3,1037,189,91
3,1030,858,92
3,1096,1305,93
3,1097,1352,95
3,1001,280,96
4,42,135,0
4,1,712,1
4,-1,758,2
4,39,465,3
4,38,517,4
4,38,553,5
4,113,241,6
4,107,594,7
4,30,1140,8
4,67,988,9
4,67,1031,10
4,102,1022,11
4,179,638,12
4,256,199,13
4,254,229,14
4,254,270,15
4,285,684,16
4,285,733,17
4,352,1050,18
4,395,499,19
4,389,961,20
4,398,243,21
4,381,1365,22
4,421,1169,23
4,457,1196,24
4,526,1372,25
4,530,885,26
4,541,186,27
4,573,424,28
4,573,463,29
4,572,641,30
4,568,715,31
4,569,758,32
4,609,498,33
4,646,314,79
4,681,306,81
4,753,145,82
4,635,1169,83
4,745,931,85
4,810,1372,87
4,922,881,89
4,964,269,90
4,1036,207,91
4,1030,876,92
4,1098,1325,93
4,1096,1372,95
4,1001,283,96
5,44,146,0
5,0,730,1
5,-1,775,2
5,39,469,3
5,38,519,4
5,38,559,5
5,113,256,6
5,108,603,7
5,29,1140,8
5,66,998,9
5,66,1041,10
5,102,1029,11
5,178,660,12
5,256,208,13
5,254,240,14
5,255,281,15
5,285,688,16
5,285,736,17
5,350,1065,18
5,395,508,19
5,389,981,20
5,396,269,21
5,382,1377,22
5,421,1185,23
5,453,1210,24
5,526,1374,25
5,530,893,26
5,541,181,27
5,574,436,28
5,573,477,29
5,572,649,30
5,570,728,31
5,569,769,32
5,608,511,33
5,645,334,79
5,680,329,81
5,753,165,82
5,634,1185,83
5,745,950,85
5,922,895,89
5,965,273,90
5,1036,224,91
5,1030,896,92
5,1098,1346,93
5,1001,279,96
6,44,167,0
6,0,753,1
6,-1,791,2
6,39,478,3
6,38,531,4
6,38,565,5
6,114,276,6
6,110,616,7
6,30,1125,8
6,67,1004,9
6,67,1053,10
6,102,1051,11
6,178,686,12
6,255,227,13
6,254,260,14
6,255,302,15
6,285,697,16
6,285,744,17
6,350,1088,18
6,395,526,19
6,388,992,20
6,395,285,21
6,420,1200,23
6,454,1226,24
6,526,1374,25
6,532,911,26
6,541,159,27
6,573,450,28
6,573,488,29
6,573,663,30
6,572,739,31
6,570,786,32
6,608,519,33
6,646,354,79
6,680,347,81
6,753,184,82
6,633,1203,83
6,744,965,85
6,923,910,89
6,965,276,90
6,1037,240,91
6,1028,911,92
6,1098,1370,93
6,1001,273,96
7,43,182,0
7,-1,766,1
7,-1,810,2
7,39,484,3
7,38,535,4
7,38,573,5
7,111,296,6
7,109,638,7
7,30,1101,8
7,67,1022,9
7,66,1067,10
7,101,1069,11
7,178,712,12
7,257,246,13
7,254,281,14
7,254,324,15
7,283,706,16
7,284,753,17
7,350,1104,18
7,393,544,19
7,388,1012,20
7,397,306,21
7,419,1213,23
7,456,1240,24
7,526,1374,25
7,532,924,26
7,541,147,27
7,573,463,28
7,571,506,29
7,570,673,30
7,571,751,31
7,569,796,32
7,608,536,33
7,644,375,79
7,679,366,81
7,753,199,82
7,633,1219,83
7,744,983,85
7,924,924,89
7,964,285,90
7,1037,241,91
7,1029,919,92
7,1001,278,96
8,43,189,0
8,-2,787,1
8,-1,827,2
8,39,492,3
8,38,545,4
8,38,581,5
8,112,313,6
8,107,646,7
8,32,1084,8
8,65,1035,9
8,67,1083,10
8,101,1092,11
8,180,735,12
8,255,262,13
8,254,299,14
8,254,335,15
8,283,714,16
8,283,764,17
8,349,1122,18
