Frame,Position Y,Position X,ID,Time,Canal,Velocidad,Dir_vel
2,401.336,576.126,67,0.67,5,13.025079202994943,-2.403777593469332
2,402.244,452.184,68,0.67,5,11.146096266389101,3.0584514217013505
2,422.22,508.026,69,0.67,5,12.193245055849403,-0.6805212246672123
2,451.73,536.628,72,0.67,4,9.477137176938362,0.528074448426361
2,460.356,567.046,73,0.67,4,8.235310702053871,0.9129077216126819
2,461.264,466.25800000000004,74,0.67,4,2.3011479713430494,-2.8198420991931425
2,470.344,398.612,75,0.67,4,10.091201409392694,-2.714965160462911
2,471.706,621.5260000000001,154,0.67,4,11.505739856715348,-2.158798930342464
2,171.612,586.568,33,0.67,9,11.74227389938564,-3.0890095919788507
2,311.444,106.236,61,0.67,3,14.469530163050015,3.141592653589793
2,211.564,473.522,40,0.67,1,16.4706214041077,3.1093457711545387
2,268.76800000000003,543.892,56,0.67,2,10.525853519919602,3.1016139664665023
2,201.576,468.982,35,0.67,1,16.02564121406037,0.04995839572194401
2,102.604,615.624,15,0.67,7,7.346505517524133,-3.0309354324158946
2,102.604,581.12,17,0.67,7,15.17040216012542,2.8318897090473367
2,100.334,540.26,14,0.67,7,10.622157937090817,-0.6022873461349635
2,99.426,350.034,13,0.67,7,15.54176066084702,0.8076167287241699
2,62.652,513.02,11,0.67,8,1.0091201409392483,0.0
2,59.02,308.266,10,0.67,8,12.416689239478554,-2.5672878234150907
2,101.242,465.80400000000003,16,0.67,7,18.1417237852441,-1.0303768265243094
2,53.118,412.232,9,0.67,8,4.7973023846734915,0.0
2,49.486000000000004,503.486,7,0.67,8,5.43427826915674,0.4048917862850861
2,22.246000000000002,507.118,6,0.67,0,18.192172056299874,2.4668517113662407
2,19.068,544.346,5,0.67,0,0.45129224652087535,-1.3258176636680579
2,18.614,153.452,4,0.67,0,10.211577849978282,-2.896613990462929
2,13.620000000000001,69.462,3,0.67,0,8.669040965590002,-3.024483909022929
2,11.35,439.01800000000003,2,0.67,0,12.39206107128564,-0.9600703624056883
2,50.394,609.268,8,0.67,8,13.08747514910542,-0.6327488350021789
2,108.052,420.404,20,0.67,7,3.8821626950669383,-0.26060239174734123
2,10.442,460.81,1,0.67,0,10.564480635122685,-0.07393903765794083
2,201.122,622.888,36,0.67,1,,0.04995839572194401
2,106.69,384.084,19,0.67,7,0.6382236156236542,-1.3045442776439782
2,206.116,490.32,41,0.67,1,13.118561832210466,-2.6779450445889745
2,171.612,524.37,34,0.67,9,10.989684354863236,-2.1293956421384586
2,165.256,475.79200000000003,31,0.67,9,12.193245055849458,-2.9275319700259708
2,150.274,412.232,28,0.67,9,18.95427435387678,2.6451699001849125
2,120.76400000000001,562.506,26,0.67,7,2.631463379979876,3.041924001098631
2,161.624,561.5980000000001,4909,0.67,9,5.105788924989174,2.922923707715852
2,119.402,379.998,23,0.67,7,9.989779725661133,2.393214606066275
2,119.85600000000001,404.968,25,0.67,7,8.562668336280947,-1.1071487177940842
2,118.494,313.714,24,0.67,7,0.45129224652088246,-1.2924966677897805
2,117.132,623.342,102,0.67,7,4.444713163037174,-2.6779450445889372
2,115.316,449.00600000000003,21,0.67,7,15.665757357455725,-0.7188299996216245
2,113.5,539.352,22,0.67,7,13.09525373829079,0.4939413689195778
2,121.218,547.9780000000001,27,0.67,7,11.742273899385753,0.7266423406817247
2,163.894,571.1320000000001,17610,0.67,9,9.520020369599354,-0.3906070436976883
2,202.484,500.308,38,0.67,1,14.532731517692817,-2.8899026818316074
2,260.142,563.868,54,0.67,2,11.73359840954283,2.356194490192346
3,251.97,539.352,51,1.01,2,15.2240079885061,-2.7744188197715727
3,261.504,164.802,55,1.01,2,18.524983282913098,2.8198420991931523
3,256.51,621.072,53,1.01,2,,1.3734007669450128
3,255.602,360.022,58,1.01,2,6.708941561911123,-0.1911844595970128
3,250.608,555.696,52,1.01,2,16.271573350503544,2.8706458032513718
3,221.55200000000002,477.608,50,1.01,1,2.2564612326043556,2.3561944901923604
3,212.018,478.97,37,1.01,1,16.30283480747028,-2.5636907166275473
3,212.472,614.2620000000001,45,1.01,1,4.061630218687886,-0.32175055439664013
3,213.38,469.43600000000004,40,1.01,1,17.65239299380918,3.1093457711545387
3,213.38,519.83,46,1.01,1,16.795106373621277,0.043450895391529305
3,213.834,305.088,47,1.01,1,3.1590457256461204,-2.9304993203670473
3,208.84,429.938,42,1.01,1,11.425807079785576,2.8198420991931448
3,268.314,540.26,56,1.01,2,7.881480253721771,3.1016139664665023
3,219.73600000000002,623.342,203,1.01,1,8.430834918777554,3.141592653589793
3,267.86,622.434,57,1.01,2,,0.3671738338182205
3,171.612,581.12,33,1.01,9,13.087475149105307,-3.0890095919788507
3,304.18,598.826,60,1.01,3,14.954057361241574,-0.5349550737860963
3,205.208,365.016,39,1.01,1,15.955590390591064,-2.2142974355881804
3,219.282,435.84000000000003,49,1.01,1,11.602687673977808,-2.9275319700259734
3,472.61400000000003,396.796,75,1.01,4,10.831013916500952,-2.714965160462911
3,471.252,619.256,154,1.01,4,14.448401609316585,-2.158798930342464
3,462.62600000000003,466.712,74,1.01,4,0.45129224652088246,-2.8198420991931425
3,459.902,566.138,73,1.01,4,13.280573145489555,0.9129077216126819
3,269.676,508.934,59,1.01,2,9.938680773039312,0.24497866312686414
3,451.73,532.996,72,1.01,4,11.50573985671524,0.528074448426361
3,422.22,511.658,69,1.01,5,11.602687673977808,-0.6805212246672123
3,405.87600000000003,247.88400000000001,65,1.01,5,15.2240079885061,2.3127435948008133
3,401.79,570.678,67,1.01,5,11.871645492716713,-2.403777593469332
3,350.034,362.29200000000003,63,1.01,6,15.370460059901799,2.98894332519453
3,321.432,616.078,62,1.01,3,14.163676125685319,2.0701430484750274
3,311.444,102.604,61,1.01,3,14.954057361241595,3.141592653589793
3,451.73,516.652,71,1.01,4,11.768261995872805,-0.8960553845713317
3,404.06,446.736,68,1.01,5,8.321417860061553,3.0584514217013505
3,201.122,495.314,38,1.01,1,16.006566847593536,-2.8899026818316074
3,202.03,473.976,35,1.01,1,15.665757357455782,0.04995839572194401
3,198.852,622.434,36,1.01,1,,0.04995839572194401
3,12.712,66.738,3,1.01,0,8.957895319623022,-3.024483909022929
3,14.528,462.172,1,1.01,0,10.231502898875956,-0.07393903765794083
3,15.89,436.29400000000004,2,1.01,0,11.146096266389158,-0.9600703624056883
3,16.798000000000002,151.18200000000002,4,1.01,0,10.84980146560195,-2.896613990462929
3,19.068,544.8000000000001,5,1.01,0,0.4512922465209389,-1.3258176636680579
3,19.976,499.85400000000004,6,1.01,0,14.947246130024608,2.4668517113662407
3,49.486000000000004,501.67,7,1.01,8,5.045600704696371,0.4048917862850861
3,50.848,604.274,8,1.01,8,13.36465243402027,-0.6327488350021789
3,62.198,512.566,11,1.01,8,1.009120140939283,0.0
3,63.106,310.536,10,1.01,8,9.070861892622045,-2.5672878234150907
3,100.788,356.844,13,1.01,7,15.795228628230655,0.8076167287241699
3,101.696,572.948,17,1.01,7,16.526171718319386,2.8318897090473367
3,101.242,544.346,14,1.01,7,10.379721669980126,-0.6022873461349635
3,102.15,460.356,16,1.01,7,16.897866665983003,-1.0303768265243094
3,54.026,411.324,9,1.01,8,6.663250168335935,0.0
3,106.69,384.084,19,1.01,7,0.6382236156236542,-1.3045442776439782
3,103.058,613.354,15,1.01,7,6.829290915995472,-3.0309354324158946
3,163.44,472.16,31,1.01,9,12.259875306305368,-2.9275319700259708
3,160.262,560.69,4909,1.01,9,5.434278269156774,2.922923707715852
3,150.274,405.422,28,1.01,9,17.243852527320946,2.6451699001849125
3,121.672,543.438,27,1.01,7,10.379721669980126,0.7266423406817247
3,121.672,377.728,23,1.01,7,11.74227389938564,2.393214606066275
3,171.612,518.922,34,1.01,9,9.520020369599385,-2.1293956421384586
3,118.04,559.328,26,1.01,7,0.0,3.041924001098631
3,117.586,406.33000000000004,25,1.01,7,13.99733665675736,-1.1071487177940842
3,116.224,454.908,21,1.01,7,13.90243836489108,-0.7188299996216245
3,113.5,536.174,22,1.01,7,13.546286844912231,0.4939413689195778
3,113.5,622.434,102,1.01,7,2.0182402818784966,-2.6779450445889372
3,108.96000000000001,419.49600000000004,20,1.01,7,4.160708930030814,-0.26060239174734123
3,118.94800000000001,314.168,24,1.01,7,0.6382236156236542,-1.2924966677897805
3,164.802,568.862,17610,1.01,9,8.574552683896597,-0.3906070436976883
3,206.57,486.688,41,1.01,1,14.581698742181256,-2.6779450445889745
3,261.05,560.236,54,1.01,2,10.418890570177542,2.356194490192346
4,259.688,157.99200000000002,55,1.34,2,17.807468239075142,2.8198420991931523
4,259.688,555.242,54,1.34,2,10.09120140939264,2.356194490192346
4,260.596,624.25,53,1.34,2,,1.3734007669450128
4,251.97,358.66,58,1.34,2,3.721451200855704,-0.1911844595970128
4,250.154,548.432,52,1.34,2,13.576322994527017,2.8706458032513718
4,251.51600000000002,534.3580000000001,51,1.34,2,16.177426523531796,-2.7744188197715727
4,213.834,463.08000000000004,40,1.34,1,16.84958694826619,3.1093457711545387
4,222.006,621.5260000000001,203,1.34,1,10.915303233780019,3.141592653589793
4,217.012,513.474,46,1.34,1,14.342291960755722,0.043450895391529305
4,210.656,613.354,45,1.34,1,6.708941561911135,-0.32175055439664013
4,212.472,472.61400000000003,37,1.34,1,15.955590390591132,-2.5636907166275473
4,211.564,303.272,47,1.34,1,1.914670846870923,-2.9304993203670473
4,268.76800000000003,506.21000000000004,59,1.34,2,11.173471083549806,0.24497866312686414
4,221.55200000000002,477.154,50,1.34,1,5.045600704696315,2.3561944901923604
4,307.358,603.82,60,1.34,3,15.587558413088342,-0.5349550737860963
4,210.656,426.76,42,1.34,1,10.379721669980071,2.8198420991931448
4,320.07,611.538,62,1.34,3,14.803486357759324,2.0701430484750274
4,170.25,576.58,33,1.34,9,7.724878943295459,-3.0890095919788507
4,218.374,431.3,49,1.34,1,11.063565417788475,-2.9275319700259734
4,472.16,392.25600000000003,75,1.34,4,12.64423912457125,-2.714965160462911
4,469.89000000000004,615.624,154,1.34,4,14.098820488515434,-2.158798930342464
4,462.172,467.62,74,1.34,4,3.6103379721670037,-2.8198420991931425
4,310.536,97.61,61,1.34,3,10.84041176114672,3.141592653589793
4,462.172,567.046,73,1.34,4,11.9485961071027,0.9129077216126819
4,450.822,514.3820000000001,71,1.34,4,14.469530163050033,-0.8960553845713317
4,422.22,516.198,69,1.34,5,11.282306163021905,-0.6805212246672123
4,410.87,248.792,65,1.34,5,12.907273835622451,2.3127435948008133
4,405.87600000000003,444.012,68,1.34,5,7.685230029950854,3.0584514217013505
4,402.69800000000004,567.046,67,1.34,5,11.733598409542832,-2.403777593469332
4,350.034,358.206,63,1.34,6,16.427285734261204,2.98894332519453
4,451.276,529.364,72,1.34,4,10.989684354863247,0.528074448426361
4,207.024,491.228,38,1.34,1,15.58755841308835,-2.8899026818316074
4,265.59000000000003,536.628,56,1.34,2,8.762510416383902,3.1016139664665023
4,202.93800000000002,478.516,35,1.34,1,13.725517836756424,0.04995839572194401
4,13.620000000000001,148.912,4,1.34,0,10.231502898875947,-2.896613990462929
4,17.706,462.62600000000003,1,1.34,0,9.477137176938363,-0.07393903765794083
4,19.976,434.932,2,1.34,0,13.118561832210496,-0.9600703624056883
4,19.522000000000002,544.346,5,1.34,0,0.6382236156236094,-1.3258176636680579
4,19.522000000000002,495.314,6,1.34,0,14.53273151769284,2.4668517113662407
4,49.940000000000005,499.85400000000004,7,1.34,8,4.984685787080561,0.4048917862850861
4,50.848,600.642,8,1.34,8,13.52371595417966,-0.6327488350021789
4,54.480000000000004,411.324,9,1.34,8,9.204591885372249,0.0
4,62.198,513.02,11,1.34,8,2.256461232604356,0.0
4,67.19200000000001,313.26,10,1.34,8,9.390783329219554,-2.5672878234150907
4,101.242,454.0,16,1.34,7,20.433125510508862,-1.0303768265243094
4,103.512,568.408,17,1.34,7,16.75261010287246,2.8318897090473367
4,102.15,548.432,14,1.34,7,11.76826199587275,-0.6022873461349635
4,103.512,610.63,15,1.34,7,5.935822746358304,-3.0309354324158946
4,105.782,359.568,13,1.34,7,13.395095873088987,0.8076167287241699
4,10.896,64.014,3,1.34,0,7.881480253721804,-3.024483909022929
4,109.86800000000001,418.588,20,1.34,7,4.797302384673492,-0.26060239174734123
4,107.144,383.63,19,1.34,7,0.4512922465208825,-1.3045442776439782
4,170.25,515.29,34,1.34,9,9.082081268453388,-2.1293956421384586
4,164.802,567.5,17610,1.34,9,10.389527738931397,-0.3906070436976883
4,162.98600000000002,468.074,31,1.34,9,11.9485961071027,-2.9275319700259708
4,158.446,558.874,4909,1.34,9,1.0091201409392359,2.922923707715852
4,150.274,400.428,28,1.34,9,18.4147145456239,2.6451699001849125
4,122.126,374.096,23,1.34,7,12.64423912457125,2.393214606066275
4,203.392,361.384,39,1.34,1,17.744453034010412,-2.2142974355881804
4,121.672,540.26,27,1.34,7,9.025844930417424,0.7266423406817247
4,118.04,558.874,26,1.34,7,2.6314633799798695,3.041924001098631
4,118.494,313.714,24,1.34,7,0.4512922465208825,-1.2924966677897805
4,116.678,458.994,21,1.34,7,13.576322994526953,-0.7188299996216245
4,114.408,530.272,22,1.34,7,12.193245055849461,0.4939413689195778
4,112.138,624.25,102,1.34,7,3.6384344112599813,-2.6779450445889372
4,121.672,409.962,25,1.34,7,13.087475149105368,-1.1071487177940842
4,212.472,482.148,41,1.34,1,15.5089651808302,-2.6779450445889745
4,267.86,625.612,57,1.34,2,,0.3671738338182205
5,261.05,152.99800000000002,55,1.68,2,16.302834807470305,2.8198420991931523
5,260.142,552.064,54,1.68,2,10.535523575720878,2.356194490192346
5,251.062,616.986,359,1.68,2,12.923043265859754,-3.0267160481728923
5,249.246,358.66,58,1.68,2,11.063565417788471,-0.1911844595970128
5,250.608,543.438,52,1.68,2,14.12768197314975,2.8706458032513718
5,252.424,528.456,51,1.68,2,14.532731517692891,-2.7744188197715727
5,214.288,457.178,40,1.68,1,15.762960507443582,3.1093457711545387
5,218.374,508.48,46,1.68,1,13.703242164240148,0.043450895391529305
5,262.41200000000003,623.796,53,1.68,2,,1.3734007669450128
5,223.368,475.338,50,1.68,1,3.2543146701006744,2.3561944901923604
5,209.294,614.716,45,1.68,1,3.8821626950669375,-0.32175055439664013
5,212.018,467.62,37,1.68,1,16.42728573426119,-2.5636907166275473
5,212.018,300.094,47,1.68,1,3.0273604228178326,-2.9304993203670473
5,222.006,619.256,203,1.68,1,13.157316899899373,3.141592653589793
5,267.86,503.94,59,1.68,2,11.845884206315377,0.24497866312686414
5,404.514,563.414,67,1.68,5,12.764472312472849,-2.403777593469332
5,310.536,91.708,61,1.68,3,7.2347650815249995,3.141592653589793
5,208.386,623.342,346,1.68,1,,3.141592653589793
5,157.99200000000002,557.966,4909,1.68,9,1.009120140939286,2.922923707715852
5,219.73600000000002,428.122,49,1.68,1,11.811448423557207,-2.9275319700259734
5,472.16,388.624,75,1.68,4,13.725517836756419,-2.714965160462911
5,309.628,610.176,60,1.68,3,14.163676125685292,-0.5349550737860963
5,468.528,568.408,73,1.68,4,9.762944010302101,0.9129077216126819
5,461.718,468.528,74,1.68,4,5.4902071347025485,-2.8198420991931425
5,172.066,574.764,33,1.68,9,10.091201409392632,-3.0890095919788507
5,421.766,520.284,69,1.68,5,10.496789902036415,-0.6805212246672123
5,417.68,247.88400000000001,65,1.68,5,13.902438364891077,2.3127435948008133
5,408.146,442.65000000000003,68,1.68,5,7.7248789432954,3.0584514217013505
5,349.58,352.30400000000003,63,1.68,6,15.343936381709748,2.98894332519453
5,466.712,611.0840000000001,154,1.68,4,12.41668923947853,-2.158798930342464
5,449.46000000000004,508.026,71,1.68,4,11.845884206315398,-0.8960553845713317
5,210.656,422.67400000000004,42,1.68,1,8.173250204203574,2.8198420991931448
5,201.122,355.93600000000004,39,1.68,1,20.126824685733435,-2.2142974355881804
5,211.11,488.504,38,1.68,1,18.508484853085626,-2.8899026818316074
5,8.172,62.652,3,1.68,0,6.054720845635611,-3.024483909022929
5,11.35,146.18800000000002,4,1.68,0,10.231502898875963,-2.896613990462929
5,19.522000000000002,544.346,5,1.68,0,1.0091201409392827,-1.3258176636680579
5,20.43,464.442,1,1.68,0,11.923001084264019,-0.07393903765794083
5,21.792,432.208,2,1.68,0,14.581698742181302,-0.9600703624056883
5,19.976,488.958,6,1.68,0,18.2870835259783,2.4668517113662407
5,49.940000000000005,498.038,7,1.68,8,4.086625102101787,0.4048917862850861
5,56.296,408.6,9,1.68,8,9.204591885372245,0.0
5,61.744,512.566,11,1.68,8,4.44471316303722,0.0
5,70.824,312.35200000000003,10,1.68,8,10.535523575720987,-2.5672878234150907
5,103.058,447.644,16,1.68,7,19.42654559744338,-1.0303768265243094
5,102.604,550.702,14,1.68,7,13.538767395626245,-0.6022873461349635
5,103.96600000000001,608.36,15,1.68,7,5.282240317561363,-3.0309354324158946
5,106.236,364.108,13,1.68,7,9.594604769346981,0.8076167287241699
5,50.394,596.102,8,1.68,8,14.27111389380161,-0.6327488350021789
5,113.046,621.5260000000001,102,1.68,7,2.430283123696843,-2.6779450445889372
5,107.144,383.63,19,1.68,7,0.0,-1.3045442776439782
5,164.802,463.534,31,1.68,9,10.020314019158281,-2.9275319700259708
5,164.802,561.5980000000001,17610,1.68,9,6.769383697813178,-0.3906070436976883
5,150.274,393.164,28,1.68,9,16.30283480747028,2.6451699001849125
5,122.58,413.14,25,1.68,7,13.157316899899467,-1.1071487177940842
5,122.58,370.464,23,1.68,7,12.668377051329337,2.393214606066275
5,121.672,536.174,27,1.68,7,6.7693836978130655,0.7266423406817247
5,167.98000000000002,513.928,34,1.68,9,11.991133073630659,-2.1293956421384586
5,118.494,464.442,21,1.68,7,11.991133073630706,-0.7188299996216245
5,118.494,314.168,24,1.68,7,1.8051689860834728,-1.2924966677897805
5,113.95400000000001,526.186,22,1.68,7,11.742273899385639,0.4939413689195778
5,111.23,418.134,20,1.68,7,5.262926759959792,-0.26060239174734123
5,110.322,567.9540000000001,17,1.68,7,10.84980146560194,2.8318897090473367
5,119.402,560.236,26,1.68,7,7.79051205938461,3.041924001098631
5,121.218,624.7040000000001,17607,1.68,7,2.256461232604468,3.0702851888045015
5,212.018,478.516,41,1.68,1,16.358954886715534,-2.6779450445889745
5,198.852,484.872,35,1.68,1,13.087475149105368,0.04995839572194401
5,263.32,534.812,56,1.68,2,12.449451009456729,3.1016139664665023
5,318.708,607.9060000000001,62,1.68,3,16.593814006214803,2.0701430484750274
5,451.73,527.094,72,1.68,4,12.151415618484497,0.528074448426361
6,312.806,87.622,61,2.01,3,7.565036575412569,3.141592653589793
6,302.818,613.808,60,2.01,3,,-0.5349550737860963
6,266.498,532.542,56,2.01,2,12.109441691271202,3.1016139664665023
6,263.32,501.216,59,2.01,2,9.989779725661132,0.24497866312686414
6,260.142,549.794,54,2.01,2,10.86855653831348,2.356194490192346
6,260.596,146.18800000000002,55,2.01,2,15.224007988506123,2.8198420991931523
6,255.148,524.37,51,2.01,2,14.055417141328908,-2.7744188197715727
6,249.246,357.752,58,2.01,2,18.59083058750867,-0.1911844595970128
6,251.51600000000002,539.352,52,2.01,2,14.55373764503992,2.8706458032513718
6,222.006,505.302,46,2.01,1,15.350571597752472,0.043450895391529305
6,212.472,618.3480000000001,45,2.01,1,3.63843441125998,-0.32175055439664013
6,214.74200000000002,451.73,40,2.01,1,17.96687330770784,3.1093457711545387
6,213.38,462.62600000000003,37,2.01,1,17.420114544315958,-2.5636907166275473
6,251.51600000000002,612.446,359,2.01,2,13.463341920755592,-3.0267160481728923
6,315.98400000000004,602.912,62,2.01,3,16.352728833250577,2.0701430484750274
6,171.612,567.9540000000001,33,2.01,9,6.020989547826437,-3.0890095919788507
6,403.606,558.874,67,2.01,5,12.151415618484391,-2.403777593469332
6,410.416,441.288,68,2.01,5,7.894390139939668,3.0584514217013505
6,419.49600000000004,523.008,69,2.01,5,12.708505048726144,-0.6805212246672123
6,420.858,244.70600000000002,65,2.01,5,16.752610102872453,2.3127435948008133
6,450.822,504.848,71,2.01,4,13.606292838933058,-0.8960553845713317
6,454.0,521.6460000000001,72,2.01,4,11.063565417788531,0.528074448426361
6,462.172,607.9060000000001,154,2.01,4,12.109441691271279,-2.158798930342464
6,462.62600000000003,467.166,74,2.01,4,2.7451035673512743,-2.8198420991931425
6,472.61400000000003,385.90000000000003,75,2.01,4,15.001649389506932,-2.714965160462911
6,473.06800000000004,568.408,73,2.01,4,15.370460059901792,0.9129077216126819
6,222.006,424.49,49,2.01,1,12.259875306305307,-2.9275319700259734
6,156.63,556.604,4909,2.01,9,3.0273604228177566,2.922923707715852
6,350.942,346.856,63,2.01,6,14.803486357759317,2.98894332519453
6,213.834,301.91,47,2.01,1,4.160708930030776,-2.9304993203670473
6,221.55200000000002,475.338,50,2.01,1,1.6271573350503292,2.3561944901923604
6,205.662,622.888,346,2.01,1,,3.141592653589793
6,5.902,60.836,3,2.01,0,3.855842644507114,-3.024483909022929
6,9.08,143.464,4,2.01,0,9.938680773039293,-2.896613990462929
6,12.712,486.688,6,2.01,0,18.21454866015343,2.4668517113662407
6,19.068,544.346,5,2.01,0,1.3538767395625906,-1.3258176636680579
6,22.246000000000002,468.982,1,2.01,0,15.343936381709748,-0.07393903765794083
6,21.792,426.76,2,2.01,0,12.7405164471687,-0.9600703624056883
6,50.394,496.676,7,2.01,8,4.984685787080504,0.4048917862850861
