Frame,Position Y,Position X,ID,Time,Canal,Velocidad,Dist_Closest,Dist_derecha,Dist_izquierda,Vecino_der,Vecino_izq,Agrupada,Distancia_adelante,Tren_ID
2,465.27736,81.266,91,0.74,24,12.281334535617658,303.726,303.726,inf,92,,False,303.726,91
2,13.87424,204.75400000000002,3,0.74,1,14.737601442741159,24.97,24.97,155.722,4,0,True,24.97,3
2,110.06776,108.506,15,0.74,6,22.106402164111817,19.067999999999998,inf,19.067999999999998,,14,True,inf,13
2,175.31664,95.794,21,0.74,9,19.650135256988314,118.49400000000001,118.49400000000001,inf,19,,False,118.49400000000001,21
2,-3.0281800000000003,330.512,2,0.74,0,17.193868349864736,20.430000000000007,inf,20.430000000000007,,1,True,inf,1
2,174.53575999999998,426.30600000000004,20,0.74,9,12.281334535617582,175.24400000000003,175.24400000000003,212.01800000000003,22,19,False,175.24400000000003,20
2,175.59358,214.288,19,0.74,9,15.965734896302948,118.49400000000001,212.01800000000003,118.49400000000001,20,21,False,212.01800000000003,19
2,44.473839999999996,449.914,11,0.74,3,18.422001803426525,193.858,inf,193.858,,7,False,inf,11
2,272.29558,214.288,33,0.74,14,18.422001803426525,inf,inf,inf,,,False,inf,33
2,256.23306,197.036,29,0.74,13,22.106402164111817,17.70599999999999,81.72000000000003,17.70599999999999,30,28,True,81.72000000000003,28
2,416.13186,387.716,89,0.74,21,15.965734896302948,inf,inf,inf,,,False,inf,89
2,449.40098,128.028,96,0.74,23,-2.456266907123501,inf,inf,inf,,,False,inf,96
2,286.71462,521.192,83,0.74,15,12.281334535617582,394.526,inf,394.526,,79,False,inf,83
2,126.56612,305.54200000000003,16,0.74,7,11.053201082055793,22.69999999999999,22.69999999999999,inf,17,,True,22.69999999999999,16
2,14.133019999999998,49.032000000000004,0,0.74,1,14.737601442741218,155.722,155.722,inf,3,,False,155.722,0
2,45.713260000000005,256.056,7,0.74,3,14.737601442741314,163.44,193.858,163.44,11,6,False,193.858,7
2,255.12984000000003,313.714,31,0.74,13,14.737601442741314,16.798000000000002,16.798000000000002,34.95799999999997,32,30,True,16.798000000000002,31
2,336.02356000000003,49.486000000000004,82,0.74,18,24.562669071235355,357.298,357.298,inf,85,,False,357.298,82
2,256.056,179.33,28,0.74,13,23.334535617673605,17.70599999999999,17.70599999999999,inf,29,,True,17.70599999999999,28
2,288.21736,126.66600000000001,79,0.74,15,19.650135256988275,394.526,394.526,inf,83,,False,394.526,79
2,78.0426,265.59000000000003,12,0.74,5,30.703336339044107,inf,inf,inf,,,False,inf,12
2,-2.3244800000000008,310.082,1,0.74,0,18.422001803426525,20.430000000000007,20.430000000000007,inf,2,,True,20.430000000000007,1
2,335.96454,406.784,85,0.74,18,22.10640216411189,357.298,inf,357.298,,82,False,inf,85
2,239.09456000000003,389.986,26,0.74,12,18.422001803426525,232.44799999999998,232.44799999999998,291.46799999999996,25,27,False,232.44799999999998,26
2,189.9763,517.5600000000001,23,0.74,10,23.334535617673527,inf,inf,inf,,,False,inf,23
2,172.6562,601.5500000000001,22,0.74,9,24.562669071235163,175.24400000000003,inf,175.24400000000003,,20,False,inf,22
2,497.75652,605.182,95,0.74,25,23.334535617673527,23.607999999999947,inf,23.607999999999947,,93,True,inf,93
2,11.91296,508.026,8,0.74,1,11.053201082055793,261.504,inf,261.504,,5,False,inf,8
2,14.291920000000001,246.52200000000002,5,0.74,1,7.3688007213705795,16.798000000000002,261.504,16.798000000000002,8,4,True,261.504,3
2,110.63072,74.002,13,0.74,6,23.334535617673605,15.436000000000007,15.436000000000007,inf,14,,True,15.436000000000007,13
3,336.56836000000004,58.566,82,1.11,18,19.650135256988257,356.39,356.39,inf,85,,False,356.39,82
3,465.18202,389.53200000000004,92,1.11,24,22.10640216411172,303.72600000000006,inf,303.72600000000006,,91,False,inf,92
3,465.32276,85.806,91,1.11,24,22.106402164111834,303.72600000000006,303.72600000000006,inf,92,,False,303.72600000000006,91
3,172.747,610.63,22,1.11,9,24.562669071235447,179.784,inf,179.784,,20,False,inf,22
3,174.7446,220.19,19,1.11,9,17.193868349864797,117.13199999999999,210.656,117.13199999999999,20,21,False,210.656,19
3,255.18432,319.16200000000003,31,1.11,13,14.737601442741147,18.613999999999976,18.613999999999976,33.14200000000005,32,30,True,18.613999999999976,31
3,-3.4186200000000007,336.868,2,1.11,0,19.650135256988296,19.976,inf,19.976,,1,True,inf,1
3,11.95382,512.112,8,1.11,1,14.737601442741454,262.866,inf,262.866,,5,False,inf,8
3,110.14948,116.678,15,1.11,6,15.965734896302973,19.067999999999998,inf,19.067999999999998,,14,True,inf,13
3,28.247880000000002,461.718,10,1.11,2,17.193868349864722,20.884000000000015,inf,20.884000000000015,,9,True,inf,9
3,255.68825999999999,187.95600000000002,28,1.11,13,12.281334535617647,17.25199999999998,17.25199999999998,inf,29,,True,17.25199999999998,28
3,272.81768,221.098,33,1.11,14,13.509467989179434,inf,inf,inf,,,False,inf,33
3,239.30794000000003,93.524,27,1.11,12,-24.562669071235334,303.272,303.272,inf,26,,False,inf,27
3,77.7021,276.94,12,1.11,5,34.387736699729444,inf,inf,inf,,,False,inf,12
3,416.64488000000006,393.618,89,1.11,21,17.193868349864722,inf,inf,inf,,,False,inf,89
3,239.16266000000002,396.796,26,1.11,12,13.509467989179512,226.09200000000004,226.09200000000004,303.272,25,27,False,226.09200000000004,26
3,126.15298000000001,309.628,16,1.11,7,2.4562669071235756,21.338000000000022,21.338000000000022,inf,17,,True,21.338000000000022,16
3,28.94704,440.834,9,1.11,2,20.878268710550085,20.884000000000015,20.884000000000015,inf,10,,True,20.884000000000015,9
3,13.279500000000002,54.480000000000004,0,1.11,1,18.42200180342649,155.72199999999998,155.72199999999998,inf,3,,False,155.72199999999998,0
3,158.16451999999998,468.982,18,1.11,8,20.878268710549932,inf,inf,inf,,,False,inf,18
3,46.221740000000004,261.504,7,1.11,3,22.10640216411172,160.716,195.21999999999997,160.716,11,6,False,195.21999999999997,7
3,255.30690000000004,286.02,30,1.11,13,13.509467989179512,33.14200000000005,33.14200000000005,80.81199999999998,31,29,False,33.14200000000005,30
3,367.5584,615.1700000000001,87,1.11,20,20.878268710549932,inf,inf,inf,,,False,inf,87
3,13.243179999999999,232.448,4,1.11,1,6.140667267808862,16.798000000000002,16.798000000000002,22.24600000000001,5,3,True,16.798000000000002,3
3,190.06256000000002,526.186,23,1.11,10,12.281334535617571,inf,inf,inf,,,False,inf,23
3,287.21402,525.732,83,1.11,15,13.509467989179512,391.80199999999996,inf,391.80199999999996,,79,False,inf,83
3,287.83599999999996,133.93,79,1.11,15,23.334535617673584,391.80199999999996,391.80199999999996,inf,83,,False,391.80199999999996,79
3,449.3919,127.12,96,1.11,23,3.6844003606852866,inf,inf,inf,,,False,inf,96
3,46.43058,100.788,6,1.11,3,23.334535617673584,160.716,160.716,inf,7,,False,160.716,6
3,174.58115999999998,430.846,20,1.11,9,14.7376014427413,179.784,179.784,210.656,22,19,False,179.784,20
3,13.474719999999998,210.202,3,1.11,1,2.4562669071235756,22.24600000000001,22.24600000000001,155.72199999999998,4,0,True,22.24600000000001,3
3,13.86516,249.246,5,1.11,1,4.912533814247074,16.798000000000002,262.866,16.798000000000002,8,4,True,262.866,3
3,-2.7103800000000002,316.892,1,1.11,0,17.193868349864722,19.976,19.976,inf,2,,True,19.976,1
3,336.04626,414.956,85,1.11,18,20.878268710550085,356.39,inf,356.39,,82,False,inf,85
3,44.54194,456.724,11,1.11,3,19.650135256988296,195.21999999999997,inf,195.21999999999997,,7,False,inf,11
3,110.4128,97.61,14,1.11,6,17.19386834986476,14.982,19.067999999999998,14.982,15,13,True,19.067999999999998,13
3,304.13006,128.936,81,1.11,16,27.01893597835887,inf,inf,inf,,,False,inf,81
3,497.84278,613.808,95,1.11,25,24.562669071235447,21.337999999999965,inf,21.337999999999965,,93,True,inf,93
3,126.36636000000001,330.966,17,1.11,7,4.912533814247151,21.338000000000022,inf,21.338000000000022,,16,True,inf,16
3,175.38928,103.058,21,1.11,9,19.650135256988257,117.13199999999999,117.13199999999999,inf,19,,False,117.13199999999999,21
3,432.98434000000003,120.76400000000001,90,1.11,22,3.6844003606852866,inf,inf,inf,,,False,inf,90
3,110.71698,82.628,13,1.11,6,20.878268710550046,14.982,14.982,inf,14,,True,14.982,13
3,238.24558,622.888,25,1.11,12,0.0,226.09200000000004,inf,226.09200000000004,,26,False,,25
3,255.86078,205.208,29,1.11,13,13.509467989179434,17.25199999999998,80.81199999999998,17.25199999999998,30,28,True,80.81199999999998,28
3,255.37046,337.776,32,1.11,13,17.193868349864722,18.613999999999976,inf,18.613999999999976,,31,True,inf,31
3,497.1754,592.47,93,1.11,25,24.562669071235447,21.337999999999965,21.337999999999965,inf,95,,True,21.337999999999965,93
3,206.04336,535.266,24,1.11,11,20.878268710550238,inf,inf,inf,,,False,inf,24
4,46.06284,109.414,6,1.48,3,18.42200180342651,160.262,160.262,inf,7,,False,160.262,6
4,110.02236,103.96600000000001,14,1.48,6,13.509467989179434,13.620000000000005,18.61399999999999,13.620000000000005,15,13,True,18.61399999999999,13
4,-2.6468200000000004,323.248,1,1.48,0,22.106402164111874,20.884000000000015,20.884000000000015,inf,2,,True,20.884000000000015,1
4,465.26374,397.704,92,1.48,24,24.562669071235295,303.726,inf,303.726,,91,False,inf,92
4,254.78480000000002,324.61,31,1.48,13,15.965734896302934,19.52199999999999,19.52199999999999,33.596000000000004,32,30,True,19.52199999999999,31
4,464.95047999999997,93.97800000000001,91,1.48,24,20.878268710550007,303.726,303.726,inf,92,,False,303.726,91
4,272.41362,226.092,33,1.48,14,15.965734896302934,inf,inf,inf,,,False,inf,33
4,336.12344,422.67400000000004,85,1.48,18,23.334535617673506,356.84400000000005,inf,356.84400000000005,,82,False,inf,85
4,255.73366,192.496,28,1.48,13,14.737601442741223,17.70599999999999,17.70599999999999,inf,29,,True,17.70599999999999,28
4,175.26216000000002,226.54600000000002,19,1.48,9,11.05320108205586,116.22400000000002,209.74800000000002,116.22400000000002,20,21,False,209.74800000000002,19
4,175.46192000000002,110.322,21,1.48,9,31.931469792605945,116.22400000000002,116.22400000000002,inf,19,,False,116.22400000000002,21
4,44.61458,463.988,11,1.48,3,8.596934174932361,194.312,inf,194.312,,7,False,inf,11
4,238.3046,401.79,26,1.48,12,9.825067628494148,221.098,221.098,317.346,25,27,False,221.098,26
4,304.22994000000006,138.924,81,1.48,16,28.247069431920657,inf,inf,inf,,,False,inf,81
4,288.37626,142.556,79,1.48,15,24.562669071235295,388.16999999999996,388.16999999999996,inf,83,,False,388.16999999999996,79
4,367.63558,622.888,87,1.48,20,,inf,inf,inf,,,False,,87
4,497.47958,622.888,95,1.48,25,,21.337999999999965,inf,21.337999999999965,,93,True,,93
4,238.69958,622.888,25,1.48,12,2.4562669071235756,221.098,inf,221.098,,26,False,inf,25
4,44.94146,269.676,7,1.48,3,11.053201082055937,160.262,194.312,160.262,11,6,False,194.312,7
4,28.57022,448.552,9,1.48,2,12.281334535617724,19.52199999999999,19.52199999999999,inf,10,,True,19.52199999999999,9
4,126.38452000000001,332.78200000000004,17,1.48,7,3.68440036068521,22.246000000000038,inf,22.246000000000038,,16,True,inf,16
4,416.25444000000005,399.974,89,1.48,21,17.193868349864875,inf,inf,inf,,,False,inf,89
4,12.4623,517.5600000000001,8,1.48,1,0.0,266.49800000000005,inf,266.49800000000005,,5,False,,8
4,255.91072,210.202,29,1.48,13,17.193868349864797,17.70599999999999,80.81200000000001,17.70599999999999,30,28,True,80.81200000000001,28
4,28.765439999999998,468.074,10,1.48,2,12.281334535617724,19.52199999999999,inf,19.52199999999999,,9,True,inf,9
4,449.40552,128.482,96,1.48,23,-4.912533814247036,inf,inf,inf,,,False,inf,96
4,13.483799999999999,211.11,3,1.48,1,4.912533814247074,23.608000000000004,23.608000000000004,149.82000000000002,4,0,True,23.608000000000004,3
4,13.3476,61.29,0,1.48,1,13.509467989179454,149.82000000000002,149.82000000000002,inf,3,,False,149.82000000000002,0
4,13.26588,234.71800000000002,4,1.48,1,2.456266907123499,16.343999999999994,16.343999999999994,23.608000000000004,5,3,True,16.343999999999994,3
4,498.17420000000004,601.5500000000001,93,1.48,25,25.790802524797083,21.337999999999965,21.337999999999965,inf,95,,True,21.337999999999965,93
4,126.16206000000001,310.536,16,1.48,7,4.912533814247151,22.246000000000038,22.246000000000038,inf,17,,True,22.246000000000038,16
4,336.187,65.83,82,1.48,18,24.562669071235334,356.84400000000005,356.84400000000005,inf,85,,False,356.84400000000005,82
4,287.26396,530.726,83,1.48,15,19.650135256988296,388.16999999999996,inf,388.16999999999996,,79,False,inf,83
4,206.57454,542.984,24,1.48,11,17.193868349864722,inf,inf,inf,,,False,inf,24
4,110.2085,122.58,15,1.48,6,13.509467989179434,18.61399999999999,inf,18.61399999999999,,14,True,inf,13
4,-3.3459800000000004,344.132,2,1.48,0,20.878268710550085,20.884000000000015,inf,20.884000000000015,,1,True,inf,1
4,110.79416,90.346,13,1.48,6,11.053201082055898,13.620000000000005,13.620000000000005,inf,14,,True,13.620000000000005,13
4,255.43402000000003,344.132,32,1.48,13,13.509467989179512,19.52199999999999,inf,19.52199999999999,,31,True,inf,31
4,256.26484,291.014,30,1.48,13,9.825067628494148,33.596000000000004,33.596000000000004,80.81200000000001,31,29,False,33.596000000000004,30
4,174.63564,436.29400000000004,20,1.48,9,24.562669071235295,183.416,183.416,209.74800000000002,22,19,False,183.416,20
4,158.24169999999998,476.7,18,1.48,8,18.42200180342651,inf,inf,inf,,,False,inf,18
4,240.12514000000002,84.444,27,1.48,12,-6.140667267808824,317.346,317.346,inf,26,,False,inf,27
4,190.10796000000002,530.726,23,1.48,10,19.650135256988296,inf,inf,inf,,,False,inf,23
4,432.54396,122.126,90,1.48,22,4.912533814247074,inf,inf,inf,,,False,inf,90
4,77.82922,289.652,12,1.48,5,27.01893597835887,inf,inf,inf,,,False,inf,12
4,172.83780000000002,619.71,22,1.48,9,14.737601442741147,183.416,inf,183.416,,20,False,inf,22
4,13.429319999999999,251.062,5,1.48,1,7.368800721370573,16.343999999999994,266.49800000000005,16.343999999999994,8,4,True,266.49800000000005,3
5,174.72644,445.374,20,1.85,9,13.509467989179383,179.784,179.784,214.74200000000002,22,19,False,179.784,20
5,126.18022000000002,312.35200000000003,16,1.85,7,11.053201082055802,21.791999999999973,21.791999999999973,inf,17,,True,21.791999999999973,16
5,465.02765999999997,101.696,91,1.85,24,19.65013525698833,305.08799999999997,305.08799999999997,inf,92,,False,305.08799999999997,91
5,157.4018,483.51,18,1.85,8,28.24706943192071,inf,inf,inf,,,False,inf,18
5,13.274959999999998,235.626,4,1.85,1,14.73760144274125,18.159999999999997,18.159999999999997,22.69999999999999,5,3,True,18.159999999999997,3
5,498.26954,611.0840000000001,93,1.85,25,29.475202885482346,inf,inf,inf,,,False,inf,93
5,14.305539999999999,66.284,0,1.85,1,25.79080252479713,146.642,146.642,inf,3,,False,146.642,0
5,240.10244,82.174,27,1.85,12,-27.01893597835892,323.24800000000005,323.24800000000005,inf,26,,False,inf,27
5,303.88036000000005,149.366,81,1.85,16,22.106402164111834,inf,inf,inf,,,False,inf,81
5,77.4751,299.64,12,1.85,5,31.93146979260608,inf,inf,inf,,,False,inf,12
5,12.0083,517.5600000000001,8,1.85,1,-18.422001803426696,263.77400000000006,inf,263.77400000000006,,5,False,263.77400000000006,8
5,28.161620000000003,453.09200000000004,9,1.85,2,7.368800721370587,19.52199999999999,19.52199999999999,inf,10,,True,19.52199999999999,9
5,175.30302,230.632,19,1.85,9,22.106402164111834,108.506,214.74200000000002,108.506,20,21,False,214.74200000000002,19
5,13.456559999999998,253.786,5,1.85,1,7.368800721370587,18.159999999999997,263.77400000000006,18.159999999999997,8,4,True,263.77400000000006,3
5,288.01306,151.636,79,1.85,15,24.562669071235415,386.35400000000004,386.35400000000004,inf,83,,False,386.35400000000004,79
5,336.2778,74.91,82,1.85,18,23.334535617673627,356.39,356.39,inf,85,,False,356.39,82
5,256.30116,294.646,30,1.85,13,17.193868349864754,35.865999999999985,35.865999999999985,78.088,31,29,False,35.865999999999985,30
5,272.01864,231.994,33,1.85,14,9.825067628494166,inf,inf,inf,,,False,inf,33
5,110.83502,94.432,13,1.85,6,23.334535617673627,14.528000000000006,14.528000000000006,inf,14,,True,14.528000000000006,13
5,255.48396000000002,349.12600000000003,32,1.85,13,20.878268710549968,18.614000000000033,inf,18.614000000000033,,31,True,inf,31
5,-3.2688000000000006,351.85,2,1.85,0,19.65013525698833,20.430000000000007,inf,20.430000000000007,,1,True,inf,1
5,255.97428,216.55800000000002,29,1.85,13,13.50946798917946,18.614000000000004,78.088,18.614000000000004,30,28,True,78.088,28
5,44.64636,467.166,11,1.85,3,27.01893597835892,193.404,inf,193.404,,7,False,inf,11
5,238.34092,405.422,26,1.85,12,22.10640216411176,218.37400000000002,218.37400000000002,323.24800000000005,25,27,False,218.37400000000002,26
5,286.8826,537.99,83,1.85,15,22.106402164111913,386.35400000000004,inf,386.35400000000004,,79,False,inf,83
5,416.31800000000004,406.33000000000004,89,1.85,21,18.42200180342639,inf,inf,inf,,,False,inf,89
5,28.356840000000002,472.61400000000003,10,1.85,2,14.737601442741173,19.52199999999999,inf,19.52199999999999,,9,True,inf,9
5,465.35454,406.784,92,1.85,24,18.422001803426543,305.08799999999997,inf,305.08799999999997,,91,False,inf,92
5,433.01612,123.94200000000001,90,1.85,22,3.6844003606852933,inf,inf,inf,,,False,inf,90
5,110.0723,108.96000000000001,14,1.85,6,24.562669071235376,14.528000000000006,18.61399999999999,14.528000000000006,15,13,True,18.61399999999999,13
5,13.50196,212.92600000000002,3,1.85,1,11.05320108205588,22.69999999999999,22.69999999999999,146.642,4,0,True,22.69999999999999,3
5,46.13094,116.224,6,1.85,3,24.562669071235376,157.538,157.538,inf,7,,False,157.538,6
5,-3.0191000000000003,331.42,1,1.85,0,28.24706943192071,20.430000000000007,20.430000000000007,inf,2,,True,20.430000000000007,1
5,174.67195999999998,122.126,21,1.85,9,19.65013525698833,108.506,108.506,inf,19,,False,108.506,21
5,173.34628,625.158,22,1.85,9,,179.784,inf,179.784,,20,False,,22
5,110.71244000000002,127.574,15,1.85,6,25.79080252479717,18.61399999999999,inf,18.61399999999999,,14,True,inf,13
5,126.39814000000001,334.144,17,1.85,7,9.825067628494166,21.791999999999973,inf,21.791999999999973,,16,True,inf,16
5,255.75182000000004,330.512,31,1.85,13,13.509467989179536,18.614000000000033,18.614000000000033,35.865999999999985,32,30,True,18.614000000000033,31
5,204.8221,549.34,24,1.85,11,19.65013525698833,inf,inf,inf,,,False,inf,24
5,190.18060000000003,537.99,23,1.85,10,18.422001803426696,inf,inf,inf,,,False,inf,23
5,45.43632,273.762,7,1.85,3,15.965734896302962,157.538,193.404,157.538,11,6,False,193.404,7
5,336.2097,431.3,85,1.85,18,18.422001803426543,356.39,inf,356.39,,82,False,inf,85
5,449.38736,126.66600000000001,96,1.85,23,-7.368800721370625,inf,inf,inf,,,False,inf,96
5,256.24214,197.94400000000002,28,1.85,13,17.193868349864754,18.614000000000004,18.614000000000004,inf,29,,True,18.614000000000004,28
5,238.70866,623.796,25,1.85,12,0.0,218.37400000000002,inf,218.37400000000002,,26,False,,25
6,240.00256000000002,72.186,27,2.22,12,-14.737601442741223,341.408,341.408,inf,26,,False,inf,27
6,255.8517,204.3,28,2.22,13,15.965734896302934,17.25200000000001,17.25200000000001,inf,29,,True,17.25200000000001,28
6,449.36012,123.94200000000001,96,2.22,23,6.140667267808824,inf,inf,inf,,,False,inf,96
6,175.38474000000002,238.804,19,2.22,9,22.106402164111795,109.41399999999999,211.564,109.41399999999999,20,21,False,211.564,19
6,28.86532,478.062,10,2.22,2,17.193868349864722,22.24599999999998,inf,22.24599999999998,,9,True,inf,9
6,110.46728000000002,103.058,13,2.22,6,23.334535617673545,14.982,14.982,inf,14,,True,14.982,13
6,110.1631,118.04,14,2.22,6,25.790802524797083,14.982,19.067999999999998,14.982,15,13,True,19.067999999999998,13
6,157.50622,493.952,18,2.22,8,19.650135256988296,inf,inf,inf,,,False,inf,18
6,126.22108000000001,316.438,16,2.22,7,11.053201082055937,21.338000000000022,21.338000000000022,inf,17,,True,21.338000000000022,16
6,416.8401,413.14,89,2.22,21,17.193868349864875,inf,inf,inf,,,False,inf,89
6,256.02422,221.55200000000002,29,2.22,13,22.106402164111795,17.25200000000001,79.44999999999999,17.25200000000001,30,28,True,79.44999999999999,28
