Frame,Position Y,Position X,ID,Time,Canal,Velocidad,Dist_Closest,Dist_derecha,Dist_izquierda,Vecino_der,Vecino_izq,Agrupada,Distancia_adelante,Tren_ID
1,280.71274,497.584,8,0.37,16,-20.87826871054994,281.48,inf,281.48,,26,False,281.48,8
1,329.28166,111.23,30,0.37,19,-13.509467989179441,15.436000000000007,24.516000000000005,15.436000000000007,29,31,True,15.436000000000007,32
1,216.29014,545.254,4,0.37,12,-29.475202885482304,49.48599999999999,inf,49.48599999999999,,7,False,49.48599999999999,4
1,199.76454,490.774,6,0.37,11,-4.912533814246999,21.79200000000003,21.79200000000003,inf,5,,True,inf,6
1,152.03098,305.99600000000004,16,0.37,8,-22.106402164111884,10.896000000000015,inf,10.896000000000015,,37,True,10.896000000000015,37
1,151.81306,295.1,37,0.37,8,-24.562669071235458,10.896000000000015,10.896000000000015,inf,16,,True,inf,37
1,103.84342000000001,280.118,25,0.37,6,14.737601442741306,111.23000000000002,111.23000000000002,inf,11,,False,111.23000000000002,25
1,248.57862,230.178,23,0.37,14,22.106402164111806,13.620000000000005,13.620000000000005,inf,22,,True,13.620000000000005,23
1,280.53114000000005,216.104,26,0.37,16,-18.422001803426518,122.126,281.48,122.126,8,33,False,122.126,26
1,265.71258,65.376,34,0.37,15,-12.281334535617692,inf,inf,inf,,,False,inf,34
1,120.04213999999999,250.154,24,0.37,7,11.053201082055942,222.00600000000003,222.00600000000003,inf,1,,False,222.00600000000003,24
1,329.43602,255.148,27,0.37,19,-15.96573489630294,119.40199999999999,inf,119.40199999999999,,29,False,119.40199999999999,27
1,184.59186,254.24,20,0.37,10,18.422001803426518,17.25200000000001,17.25200000000001,inf,19,,True,17.25200000000001,20
1,457.19162,59.928000000000004,35,0.37,25,-23.334535617673595,inf,inf,inf,,,False,inf,35
1,423.71366000000006,497.13,9,0.37,23,,inf,inf,inf,,,False,,9
1,440.89302000000004,379.998,14,0.37,24,-15.96573489630294,inf,inf,inf,,,False,inf,14
1,376.58846,365.47,13,0.37,21,-11.053201082055942,158.44600000000003,inf,158.44600000000003,,28,False,158.44600000000003,13
1,199.74638,512.566,5,0.37,11,-8.596934174932365,16.343999999999937,16.343999999999937,21.79200000000003,3,6,True,21.79200000000003,6
1,329.92634,75.364,32,0.37,19,-14.73760144274123,20.429999999999993,20.429999999999993,inf,31,,True,inf,32
1,329.31798000000003,135.746,29,0.37,19,-14.73760144274123,24.516000000000005,119.40199999999999,24.516000000000005,27,30,True,24.516000000000005,32
1,167.97546,13.620000000000001,36,0.37,9,,inf,inf,inf,,,False,,36
1,248.39701999999997,243.798,22,0.37,14,22.106402164111806,13.620000000000005,14.074000000000012,13.620000000000005,21,23,True,14.074000000000012,23
1,183.9381,289.652,17,0.37,10,14.737601442741306,18.159999999999968,inf,18.159999999999968,,19,True,inf,20
1,184.4829,271.492,19,0.37,10,17.19386834986473,17.25200000000001,18.159999999999968,17.25200000000001,17,20,True,18.159999999999968,20
1,280.81262000000004,93.97800000000001,33,0.37,16,-27.018935978358883,122.126,122.126,inf,26,,False,inf,33
1,248.56954000000002,388.624,10,0.37,14,-17.19386834986473,130.752,inf,130.752,,21,False,130.752,10
1,328.97294,95.794,31,0.37,19,-12.281334535617653,15.436000000000007,15.436000000000007,20.429999999999993,30,32,True,20.429999999999993,32
